WOJ	POW	GMI	RODZ	NAZWA	NAZWA_DOD	STAN_NA
4	13	1	5	Kamieñ Krajeñski	obszar wiejski	01.01.2021
4	13	2	3	Sêpólno Krajeñskie	gmina miejsko-wiejska	01.01.2021
4	13	2	4	Sêpólno Krajeñskie	miasto	01.01.2021
4	13	2	5	Sêpólno Krajeñskie	obszar wiejski	01.01.2021
4	13	3	2	Soœno	gmina wiejska	01.01.2021
4	13	4	3	Wiêcbork	gmina miejsko-wiejska	01.01.2021
4	13	4	4	Wiêcbork	miasto	01.01.2021
4	13	4	5	Wiêcbork	obszar wiejski	01.01.2021
4	14			œwiecki	powiat	01.01.2021
4	14	1	2	Bukowiec	gmina wiejska	01.01.2021
4	14	2	2	Dragacz	gmina wiejska	01.01.2021
4	14	3	2	Drzycim	gmina wiejska	01.01.2021
4	14	4	2	Je¿ewo	gmina wiejska	01.01.2021
4	14	5	2	Lniano	gmina wiejska	01.01.2021
4	14	6	3	Nowe	gmina miejsko-wiejska	01.01.2021
4	14	6	4	Nowe	miasto	01.01.2021
4	14	6	5	Nowe	obszar wiejski	01.01.2021
4	14	7	2	Osie	gmina wiejska	01.01.2021
4	14	8	2	Pruszcz	gmina wiejska	01.01.2021
4	14	9	3	Œwiecie	gmina miejsko-wiejska	01.01.2021
4	14	9	4	Œwiecie	miasto	01.01.2021
4	14	9	5	Œwiecie	obszar wiejski	01.01.2021
4	14	10	2	Œwiekatowo	gmina wiejska	01.01.2021
4	14	11	2	Warlubie	gmina wiejska	01.01.2021
4	15			toruñski	powiat	01.01.2021
4	15	1	1	Che³m¿a	gmina miejska	01.01.2021
4	15	2	2	Che³m¿a	gmina wiejska	01.01.2021
4	15	3	2	Czernikowo	gmina wiejska	01.01.2021
4	15	4	2	Lubicz	gmina wiejska	01.01.2021
4	15	5	2	£ubianka	gmina wiejska	01.01.2021
4	15	6	2	£ysomice	gmina wiejska	01.01.2021
4	15	7	2	Obrowo	gmina wiejska	01.01.2021
4	15	8	2	Wielka Nieszawka	gmina wiejska	01.01.2021
4	15	9	2	Z³awieœ Wielka	gmina wiejska	01.01.2021
4	16			tucholski	powiat	01.01.2021
4	16	1	2	Cekcyn	gmina wiejska	01.01.2021
4	16	2	2	Gostycyn	gmina wiejska	01.01.2021
4	16	3	2	Kêsowo	gmina wiejska	01.01.2021
4	16	4	2	Lubiewo	gmina wiejska	01.01.2021
4	16	5	2	Œliwice	gmina wiejska	01.01.2021
4	16	6	3	Tuchola	gmina miejsko-wiejska	01.01.2021
4	16	6	4	Tuchola	miasto	01.01.2021
4	16	6	5	Tuchola	obszar wiejski	01.01.2021
4	17			w¹brzeski	powiat	01.01.2021
4	17	1	1	W¹brzeŸno	gmina miejska	01.01.2021
4	17	2	2	Dêbowa £¹ka	gmina wiejska	01.01.2021
4	17	3	2	Ksi¹¿ki	gmina wiejska	01.01.2021
4	17	4	2	P³u¿nica	gmina wiejska	01.01.2021
4	17	5	2	Ryñsk	gmina wiejska	01.01.2021
4	18			w³oc³awski	powiat	01.01.2021
4	18	1	1	Kowal	gmina miejska	01.01.2021
4	18	2	2	Baruchowo	gmina wiejska	01.01.2021
4	18	3	2	Boniewo	gmina wiejska	01.01.2021
4	18	4	3	Brzeœæ Kujawski	gmina miejsko-wiejska	01.01.2021
4	18	4	4	Brzeœæ Kujawski	miasto	01.01.2021
4	18	4	5	Brzeœæ Kujawski	obszar wiejski	01.01.2021
4	18	5	2	Choceñ	gmina wiejska	01.01.2021
4	18	6	3	Chodecz	gmina miejsko-wiejska	01.01.2021
4	18	6	4	Chodecz	miasto	01.01.2021
4	18	6	5	Chodecz	obszar wiejski	01.01.2021
4	18	7	2	Fabianki	gmina wiejska	01.01.2021
4	18	8	3	Izbica Kujawska	gmina miejsko-wiejska	01.01.2021
4	18	8	4	Izbica Kujawska	miasto	01.01.2021
4	18	8	5	Izbica Kujawska	obszar wiejski	01.01.2021
4	18	9	2	Kowal	gmina wiejska	01.01.2021
4	18	10	2	Lubanie	gmina wiejska	01.01.2021
4	18	11	3	Lubieñ Kujawski	gmina miejsko-wiejska	01.01.2021
4	18	11	4	Lubieñ Kujawski	miasto	01.01.2021
4	18	11	5	Lubieñ Kujawski	obszar wiejski	01.01.2021
4	18	12	3	Lubraniec	gmina miejsko-wiejska	01.01.2021
4	18	12	4	Lubraniec	miasto	01.01.2021
4	18	12	5	Lubraniec	obszar wiejski	01.01.2021
4	18	13	2	W³oc³awek	gmina wiejska	01.01.2021
4	19			¿niñski	powiat	01.01.2021
4	19	1	3	Barcin	gmina miejsko-wiejska	01.01.2021
4	19	1	4	Barcin	miasto	01.01.2021
4	19	1	5	Barcin	obszar wiejski	01.01.2021
4	19	2	2	G¹sawa	gmina wiejska	01.01.2021
4	19	3	3	Janowiec Wielkopolski	gmina miejsko-wiejska	01.01.2021
4	19	3	4	Janowiec Wielkopolski	miasto	01.01.2021
4	19	3	5	Janowiec Wielkopolski	obszar wiejski	01.01.2021
4	19	4	3	£abiszyn	gmina miejsko-wiejska	01.01.2021
4	19	4	4	£abiszyn	miasto	01.01.2021
4	19	4	5	£abiszyn	obszar wiejski	01.01.2021
4	19	5	2	Rogowo	gmina wiejska	01.01.2021
4	19	6	3	¯nin	gmina miejsko-wiejska	01.01.2021
4	19	6	4	¯nin	miasto	01.01.2021
4	19	6	5	¯nin	obszar wiejski	01.01.2021
4	61			Bydgoszcz	miasto na prawach powiatu	01.01.2021
4	61	1	1	Bydgoszcz	gmina miejska	01.01.2021
4	62			Grudzi¹dz	miasto na prawach powiatu	01.01.2021
4	62	1	1	Grudzi¹dz	gmina miejska	01.01.2021
4	63			Toruñ	miasto na prawach powiatu	01.01.2021
4	63	1	1	Toruñ	gmina miejska	01.01.2021
4	64			W³oc³awek	miasto na prawach powiatu	01.01.2021
4	64	1	1	W³oc³awek	gmina miejska	01.01.2021
6				LUBELSKIE	województwo	01.01.2021
6	1			bialski	powiat	01.01.2021
6	1	1	1	Miêdzyrzec Podlaski	gmina miejska	01.01.2021
6	1	2	1	Terespol	gmina miejska	01.01.2021
6	1	3	2	Bia³a Podlaska	gmina wiejska	01.01.2021
6	1	4	2	Drelów	gmina wiejska	01.01.2021
6	1	5	2	Janów Podlaski	gmina wiejska	01.01.2021
6	1	6	2	Kodeñ	gmina wiejska	01.01.2021
6	1	7	2	Konstantynów	gmina wiejska	01.01.2021
6	1	8	2	Leœna Podlaska	gmina wiejska	01.01.2021
6	1	9	2	£omazy	gmina wiejska	01.01.2021
6	1	10	2	Miêdzyrzec Podlaski	gmina wiejska	01.01.2021
6	1	11	2	Piszczac	gmina wiejska	01.01.2021
6	1	12	2	Rokitno	gmina wiejska	01.01.2021
6	1	13	2	Rossosz	gmina wiejska	01.01.2021
6	1	14	2	S³awatycze	gmina wiejska	01.01.2021
6	1	15	2	Sosnówka	gmina wiejska	01.01.2021
6	1	16	2	Terespol	gmina wiejska	01.01.2021
6	1	17	2	Tuczna	gmina wiejska	01.01.2021
6	1	18	2	Wisznice	gmina wiejska	01.01.2021
6	1	19	2	Zalesie	gmina wiejska	01.01.2021
6	2			bi³gorajski	powiat	01.01.2021
6	2	1	1	Bi³goraj	gmina miejska	01.01.2021
6	2	2	2	Aleksandrów	gmina wiejska	01.01.2021
6	2	3	2	Bi³goraj	gmina wiejska	01.01.2021
6	2	4	2	Biszcza	gmina wiejska	01.01.2021
6	2	5	3	Frampol	gmina miejsko-wiejska	01.01.2021
6	2	5	4	Frampol	miasto	01.01.2021
6	2	5	5	Frampol	obszar wiejski	01.01.2021
6	2	6	3	Goraj	gmina miejsko-wiejska	01.01.2021
6	2	6	4	Goraj	miasto	01.01.2021
6	2	6	5	Goraj	obszar wiejski	01.01.2021
6	2	7	3	Józefów	gmina miejsko-wiejska	01.01.2021
6	2	7	4	Józefów	miasto	01.01.2021
6	2	7	5	Józefów	obszar wiejski	01.01.2021
6	2	8	2	Ksiê¿pol	gmina wiejska	01.01.2021
6	2	9	2	£ukowa	gmina wiejska	01.01.2021
6	2	10	2	Obsza	gmina wiejska	01.01.2021
6	2	11	2	Potok Górny	gmina wiejska	01.01.2021
6	2	12	3	Tarnogród	gmina miejsko-wiejska	01.01.2021
6	2	12	4	Tarnogród	miasto	01.01.2021
6	2	12	5	Tarnogród	obszar wiejski	01.01.2021
6	2	13	2	Tereszpol	gmina wiejska	01.01.2021
6	2	14	2	Turobin	gmina wiejska	01.01.2021
6	3			che³mski	powiat	01.01.2021
6	3	1	1	Rejowiec Fabryczny	gmina miejska	01.01.2021
6	3	2	2	Bia³opole	gmina wiejska	01.01.2021
6	3	3	2	Che³m	gmina wiejska	01.01.2021
6	3	4	2	Dorohusk	gmina wiejska	01.01.2021
6	3	5	2	Dubienka	gmina wiejska	01.01.2021
6	3	6	2	Kamieñ	gmina wiejska	01.01.2021
6	3	7	2	Leœniowice	gmina wiejska	01.01.2021
6	3	8	2	Rejowiec Fabryczny	gmina wiejska	01.01.2021
6	3	9	2	Ruda-Huta	gmina wiejska	01.01.2021
6	3	10	2	Sawin	gmina wiejska	01.01.2021
6	3	11	3	Siedliszcze	gmina miejsko-wiejska	01.01.2021
6	3	11	4	Siedliszcze	miasto	01.01.2021
6	3	11	5	Siedliszcze	obszar wiejski	01.01.2021
6	3	12	2	Wierzbica	gmina wiejska	01.01.2021
6	3	13	2	Wojs³awice	gmina wiejska	01.01.2021
6	3	14	2	¯mudŸ	gmina wiejska	01.01.2021
6	3	15	3	Rejowiec	gmina miejsko-wiejska	01.01.2021
6	3	15	4	Rejowiec	miasto	01.01.2021
6	3	15	5	Rejowiec	obszar wiejski	01.01.2021
6	4			hrubieszowski	powiat	01.01.2021
6	4	1	1	Hrubieszów	gmina miejska	01.01.2021
6	4	2	2	Do³hobyczów	gmina wiejska	01.01.2021
6	4	3	2	Horod³o	gmina wiejska	01.01.2021
6	4	4	2	Hrubieszów	gmina wiejska	01.01.2021
6	4	5	2	Mircze	gmina wiejska	01.01.2021
6	4	6	2	Trzeszczany	gmina wiejska	01.01.2021
6	4	7	2	Uchanie	gmina wiejska	01.01.2021
6	4	8	2	Werbkowice	gmina wiejska	01.01.2021
6	5			janowski	powiat	01.01.2021
6	5	1	2	Batorz	gmina wiejska	01.01.2021
6	5	2	2	Chrzanów	gmina wiejska	01.01.2021
6	5	3	2	Dzwola	gmina wiejska	01.01.2021
6	5	4	2	Godziszów	gmina wiejska	01.01.2021
6	5	5	3	Janów Lubelski	gmina miejsko-wiejska	01.01.2021
6	5	5	4	Janów Lubelski	miasto	01.01.2021
6	5	5	5	Janów Lubelski	obszar wiejski	01.01.2021
6	5	6	3	Modliborzyce	gmina miejsko-wiejska	01.01.2021
6	5	6	4	Modliborzyce	miasto	01.01.2021
6	5	6	5	Modliborzyce	obszar wiejski	01.01.2021
6	5	7	2	Potok Wielki	gmina wiejska	01.01.2021
6	6			krasnostawski	powiat	01.01.2021
6	6	1	1	Krasnystaw	gmina miejska	01.01.2021
6	6	2	2	Fajs³awice	gmina wiejska	01.01.2021
6	6	3	2	Gorzków	gmina wiejska	01.01.2021
6	6	4	2	Izbica	gmina wiejska	01.01.2021
6	6	5	2	Krasnystaw	gmina wiejska	01.01.2021
6	6	6	2	Kraœniczyn	gmina wiejska	01.01.2021
6	6	7	2	£opiennik Górny	gmina wiejska	01.01.2021
6	6	9	2	Rudnik	gmina wiejska	01.01.2021
6	6	10	2	Siennica Ró¿ana	gmina wiejska	01.01.2021
6	6	11	2	¯ó³kiewka	gmina wiejska	01.01.2021
6	7			kraœnicki	powiat	01.01.2021
6	7	1	1	Kraœnik	gmina miejska	01.01.2021
6	7	2	3	Annopol	gmina miejsko-wiejska	01.01.2021
6	7	2	4	Annopol	miasto	01.01.2021
6	7	2	5	Annopol	obszar wiejski	01.01.2021
6	7	3	2	Dzierzkowice	gmina wiejska	01.01.2021
6	7	4	2	Goœcieradów	gmina wiejska	01.01.2021
6	7	5	2	Kraœnik	gmina wiejska	01.01.2021
6	7	6	2	Szastarka	gmina wiejska	01.01.2021
6	7	7	2	Trzydnik Du¿y	gmina wiejska	01.01.2021
6	7	8	3	Urzêdów	gmina miejsko-wiejska	01.01.2021
6	7	8	4	Urzêdów	miasto	01.01.2021
6	7	8	5	Urzêdów	obszar wiejski	01.01.2021
6	7	9	2	Wilko³az	gmina wiejska	01.01.2021
6	7	10	2	Zakrzówek	gmina wiejska	01.01.2021
6	8			lubartowski	powiat	01.01.2021
6	8	1	1	Lubartów	gmina miejska	01.01.2021
6	8	2	2	Abramów	gmina wiejska	01.01.2021
6	8	3	2	Firlej	gmina wiejska	01.01.2021
6	8	4	2	Jeziorzany	gmina wiejska	01.01.2021
6	8	5	3	Kamionka	gmina miejsko-wiejska	01.01.2021
6	8	5	4	Kamionka	miasto	01.01.2021
6	8	5	5	Kamionka	obszar wiejski	01.01.2021
6	8	6	3	Kock	gmina miejsko-wiejska	01.01.2021
6	8	6	4	Kock	miasto	01.01.2021
6	8	6	5	Kock	obszar wiejski	01.01.2021
6	8	7	2	Lubartów	gmina wiejska	01.01.2021
6	8	8	2	Michów	gmina wiejska	01.01.2021
6	8	9	2	NiedŸwiada	gmina wiejska	01.01.2021
6	8	10	3	Ostrów Lubelski	gmina miejsko-wiejska	01.01.2021
6	8	10	4	Ostrów Lubelski	miasto	01.01.2021
6	8	10	5	Ostrów Lubelski	obszar wiejski	01.01.2021
6	8	11	2	Ostrówek	gmina wiejska	01.01.2021
6	8	12	2	Serniki	gmina wiejska	01.01.2021
6	8	13	2	Uœcimów	gmina wiejska	01.01.2021
6	9			lubelski	powiat	01.01.2021
6	9	1	3	Be³¿yce	gmina miejsko-wiejska	01.01.2021
6	9	1	4	Be³¿yce	miasto	01.01.2021
6	9	1	5	Be³¿yce	obszar wiejski	01.01.2021
6	9	2	2	Borzechów	gmina wiejska	01.01.2021
6	9	3	3	Bychawa	gmina miejsko-wiejska	01.01.2021
6	9	3	4	Bychawa	miasto	01.01.2021
6	9	3	5	Bychawa	obszar wiejski	01.01.2021
6	9	4	2	Garbów	gmina wiejska	01.01.2021
6	9	5	2	G³usk	gmina wiejska	01.01.2021
6	9	6	2	Jab³onna	gmina wiejska	01.01.2021
6	9	7	2	Jastków	gmina wiejska	01.01.2021
6	9	8	2	Konopnica	gmina wiejska	01.01.2021
6	9	9	2	Krzczonów	gmina wiejska	01.01.2021
6	9	10	2	Niedrzwica Du¿a	gmina wiejska	01.01.2021
6	9	11	2	Niemce	gmina wiejska	01.01.2021
6	9	12	2	Strzy¿ewice	gmina wiejska	01.01.2021
6	9	13	2	Wojciechów	gmina wiejska	01.01.2021
6	9	14	2	Wólka	gmina wiejska	01.01.2021
6	9	15	2	Wysokie	gmina wiejska	01.01.2021
6	9	16	2	Zakrzew	gmina wiejska	01.01.2021
6	10			³êczyñski	powiat	01.01.2021
6	10	1	2	Cyców	gmina wiejska	01.01.2021
6	10	2	2	Ludwin	gmina wiejska	01.01.2021
6	10	3	3	£êczna	gmina miejsko-wiejska	01.01.2021
6	10	3	4	£êczna	miasto	01.01.2021
6	10	3	5	£êczna	obszar wiejski	01.01.2021
6	10	4	2	Milejów	gmina wiejska	01.01.2021
6	10	5	2	Puchaczów	gmina wiejska	01.01.2021
6	10	6	2	Spiczyn	gmina wiejska	01.01.2021
6	11			³ukowski	powiat	01.01.2021
6	11	1	1	£uków	gmina miejska	01.01.2021
6	11	2	1	Stoczek £ukowski	gmina miejska	01.01.2021
6	11	3	2	Adamów	gmina wiejska	01.01.2021
6	11	4	2	Krzywda	gmina wiejska	01.01.2021
6	11	5	2	£uków	gmina wiejska	01.01.2021
6	11	6	2	Serokomla	gmina wiejska	01.01.2021
6	11	7	2	Stanin	gmina wiejska	01.01.2021
6	11	8	2	Stoczek £ukowski	gmina wiejska	01.01.2021
6	11	9	2	Trzebieszów	gmina wiejska	01.01.2021
6	11	10	2	Wojcieszków	gmina wiejska	01.01.2021
6	11	11	2	Wola Mys³owska	gmina wiejska	01.01.2021
6	12			opolski	powiat	01.01.2021
6	12	1	2	Chodel	gmina wiejska	01.01.2021
6	12	2	3	Józefów nad Wis³¹	gmina miejsko-wiejska	01.01.2021
6	12	2	4	Józefów nad Wis³¹	miasto	01.01.2021
6	12	2	5	Józefów nad Wis³¹	obszar wiejski	01.01.2021
6	12	3	2	Karczmiska	gmina wiejska	01.01.2021
6	12	4	2	£aziska	gmina wiejska	01.01.2021
6	12	5	3	Opole Lubelskie	gmina miejsko-wiejska	01.01.2021
6	12	5	4	Opole Lubelskie	miasto	01.01.2021
6	12	5	5	Opole Lubelskie	obszar wiejski	01.01.2021
6	12	6	3	Poniatowa	gmina miejsko-wiejska	01.01.2021
6	12	6	4	Poniatowa	miasto	01.01.2021
6	12	6	5	Poniatowa	obszar wiejski	01.01.2021
6	12	7	2	Wilków	gmina wiejska	01.01.2021
6	13			parczewski	powiat	01.01.2021
6	13	1	2	Dêbowa K³oda	gmina wiejska	01.01.2021
6	13	2	2	Jab³oñ	gmina wiejska	01.01.2021
6	13	3	2	Milanów	gmina wiejska	01.01.2021
6	13	4	3	Parczew	gmina miejsko-wiejska	01.01.2021
6	13	4	4	Parczew	miasto	01.01.2021
6	13	4	5	Parczew	obszar wiejski	01.01.2021
6	13	5	2	Podedwórze	gmina wiejska	01.01.2021
6	13	6	2	Siemieñ	gmina wiejska	01.01.2021
6	13	7	2	Sosnowica	gmina wiejska	01.01.2021
6	14			pu³awski	powiat	01.01.2021
6	14	1	1	Pu³awy	gmina miejska	01.01.2021
6	14	2	2	Baranów	gmina wiejska	01.01.2021
6	14	3	2	Janowiec	gmina wiejska	01.01.2021
6	14	4	3	Kazimierz Dolny	gmina miejsko-wiejska	01.01.2021
6	14	4	4	Kazimierz Dolny	miasto	01.01.2021
6	14	4	5	Kazimierz Dolny	obszar wiejski	01.01.2021
6	14	5	2	Koñskowola	gmina wiejska	01.01.2021
6	14	6	2	Kurów	gmina wiejska	01.01.2021
6	14	7	2	Markuszów	gmina wiejska	01.01.2021
6	14	8	3	Na³êczów	gmina miejsko-wiejska	01.01.2021
6	14	8	4	Na³êczów	miasto	01.01.2021
6	14	8	5	Na³êczów	obszar wiejski	01.01.2021
6	14	9	2	Pu³awy	gmina wiejska	01.01.2021
6	14	10	2	W¹wolnica	gmina wiejska	01.01.2021
6	14	11	2	¯yrzyn	gmina wiejska	01.01.2021
6	15			radzyñski	powiat	01.01.2021
6	15	1	1	Radzyñ Podlaski	gmina miejska	01.01.2021
6	15	2	2	Borki	gmina wiejska	01.01.2021
6	15	3	2	Czemierniki	gmina wiejska	01.01.2021
6	15	4	2	K¹kolewnica	gmina wiejska	01.01.2021
6	15	5	2	Komarówka Podlaska	gmina wiejska	01.01.2021
6	15	6	2	Radzyñ Podlaski	gmina wiejska	01.01.2021
6	15	7	2	Ulan-Majorat	gmina wiejska	01.01.2021
6	15	8	2	Wohyñ	gmina wiejska	01.01.2021
6	16			rycki	powiat	01.01.2021
6	16	1	1	Dêblin	gmina miejska	01.01.2021
6	16	2	2	K³oczew	gmina wiejska	01.01.2021
6	16	3	2	Nowodwór	gmina wiejska	01.01.2021
6	16	4	3	Ryki	gmina miejsko-wiejska	01.01.2021
6	16	4	4	Ryki	miasto	01.01.2021
6	16	4	5	Ryki	obszar wiejski	01.01.2021
6	16	5	2	Stê¿yca	gmina wiejska	01.01.2021
6	16	6	2	U³ê¿	gmina wiejska	01.01.2021
6	17			œwidnicki	powiat	01.01.2021
6	17	1	1	Œwidnik	gmina miejska	01.01.2021
6	17	2	2	Me³giew	gmina wiejska	01.01.2021
6	17	3	3	Piaski	gmina miejsko-wiejska	01.01.2021
6	17	3	4	Piaski	miasto	01.01.2021
6	17	3	5	Piaski	obszar wiejski	01.01.2021
6	17	4	2	Rybczewice	gmina wiejska	01.01.2021
6	17	5	2	Trawniki	gmina wiejska	01.01.2021
6	18			tomaszowski	powiat	01.01.2021
6	18	1	1	Tomaszów Lubelski	gmina miejska	01.01.2021
6	18	2	2	Be³¿ec	gmina wiejska	01.01.2021
6	18	3	2	Jarczów	gmina wiejska	01.01.2021
6	18	4	2	Krynice	gmina wiejska	01.01.2021
6	18	5	3	Lubycza Królewska	gmina miejsko-wiejska	01.01.2021
6	18	5	4	Lubycza Królewska	miasto	01.01.2021
6	18	5	5	Lubycza Królewska	obszar wiejski	01.01.2021
6	18	6	3	£aszczów	gmina miejsko-wiejska	01.01.2021
6	18	6	4	£aszczów	miasto	01.01.2021
6	18	6	5	£aszczów	obszar wiejski	01.01.2021
6	18	7	2	Rachanie	gmina wiejska	01.01.2021
6	18	8	2	Susiec	gmina wiejska	01.01.2021
6	18	9	2	Tarnawatka	gmina wiejska	01.01.2021
6	18	10	2	Telatyn	gmina wiejska	01.01.2021
6	18	11	2	Tomaszów Lubelski	gmina wiejska	01.01.2021
6	18	12	3	Tyszowce	gmina miejsko-wiejska	01.01.2021
6	18	12	4	Tyszowce	miasto	01.01.2021
6	18	12	5	Tyszowce	obszar wiejski	01.01.2021
6	18	13	2	Ulhówek	gmina wiejska	01.01.2021
6	19			w³odawski	powiat	01.01.2021
6	19	1	1	W³odawa	gmina miejska	01.01.2021
6	19	2	2	Hanna	gmina wiejska	01.01.2021
6	19	3	2	Hañsk	gmina wiejska	01.01.2021
6	19	4	2	Stary Brus	gmina wiejska	01.01.2021
6	19	5	2	Urszulin	gmina wiejska	01.01.2021
6	19	6	2	W³odawa	gmina wiejska	01.01.2021
6	19	7	2	Wola Uhruska	gmina wiejska	01.01.2021
6	19	8	2	Wyryki	gmina wiejska	01.01.2021
6	20			zamojski	powiat	01.01.2021
6	20	1	2	Adamów	gmina wiejska	01.01.2021
6	20	2	2	Grabowiec	gmina wiejska	01.01.2021
6	20	3	2	Komarów-Osada	gmina wiejska	01.01.2021
6	20	4	3	Krasnobród	gmina miejsko-wiejska	01.01.2021
6	20	4	4	Krasnobród	miasto	01.01.2021
6	20	4	5	Krasnobród	obszar wiejski	01.01.2021
6	20	5	2	£abunie	gmina wiejska	01.01.2021
6	20	6	2	Mi¹czyn	gmina wiejska	01.01.2021
6	20	7	2	Nielisz	gmina wiejska	01.01.2021
6	20	8	2	Radecznica	gmina wiejska	01.01.2021
6	20	9	2	Sitno	gmina wiejska	01.01.2021
6	20	10	2	Skierbieszów	gmina wiejska	01.01.2021
6	20	11	2	Stary Zamoœæ	gmina wiejska	01.01.2021
6	20	12	2	Su³ów	gmina wiejska	01.01.2021
6	20	13	3	Szczebrzeszyn	gmina miejsko-wiejska	01.01.2021
6	20	13	4	Szczebrzeszyn	miasto	01.01.2021
6	20	13	5	Szczebrzeszyn	obszar wiejski	01.01.2021
6	20	14	2	Zamoœæ	gmina wiejska	01.01.2021
6	20	15	3	Zwierzyniec	gmina miejsko-wiejska	01.01.2021
6	20	15	4	Zwierzyniec	miasto	01.01.2021
6	20	15	5	Zwierzyniec	obszar wiejski	01.01.2021
6	61			Bia³a Podlaska	miasto na prawach powiatu	01.01.2021
6	61	1	1	Bia³a Podlaska	gmina miejska	01.01.2021
6	62			Che³m	miasto na prawach powiatu	01.01.2021
6	62	1	1	Che³m	gmina miejska	01.01.2021
6	63			Lublin	miasto na prawach powiatu	01.01.2021
6	63	1	1	Lublin	gmina miejska	01.01.2021
6	64			Zamoœæ	miasto na prawach powiatu	01.01.2021
6	64	1	1	Zamoœæ	gmina miejska	01.01.2021
8				LUBUSKIE	województwo	01.01.2021
8	1			gorzowski	powiat	01.01.2021
8	1	1	1	Kostrzyn nad Odr¹	gmina miejska	01.01.2021
8	1	2	2	Bogdaniec	gmina wiejska	01.01.2021
8	1	3	2	Deszczno	gmina wiejska	01.01.2021
8	1	4	2	K³odawa	gmina wiejska	01.01.2021
8	1	5	2	Lubiszyn	gmina wiejska	01.01.2021
8	1	6	2	Santok	gmina wiejska	01.01.2021
8	1	7	3	Witnica	gmina miejsko-wiejska	01.01.2021
8	1	7	4	Witnica	miasto	01.01.2021
8	1	7	5	Witnica	obszar wiejski	01.01.2021
8	2			kroœnieñski	powiat	01.01.2021
8	2	1	1	Gubin	gmina miejska	01.01.2021
8	2	2	2	Bobrowice	gmina wiejska	01.01.2021
8	2	3	2	Bytnica	gmina wiejska	01.01.2021
8	2	4	2	D¹bie	gmina wiejska	01.01.2021
8	2	5	2	Gubin	gmina wiejska	01.01.2021
8	2	6	3	Krosno Odrzañskie	gmina miejsko-wiejska	01.01.2021
8	2	6	4	Krosno Odrzañskie	miasto	01.01.2021
8	2	6	5	Krosno Odrzañskie	obszar wiejski	01.01.2021
8	2	7	2	Maszewo	gmina wiejska	01.01.2021
8	3			miêdzyrzecki	powiat	01.01.2021
8	3	1	2	Bledzew	gmina wiejska	01.01.2021
8	3	2	3	Miêdzyrzecz	gmina miejsko-wiejska	01.01.2021
8	3	2	4	Miêdzyrzecz	miasto	01.01.2021
8	3	2	5	Miêdzyrzecz	obszar wiejski	01.01.2021
8	3	3	2	Przytoczna	gmina wiejska	01.01.2021
8	3	4	2	Pszczew	gmina wiejska	01.01.2021
8	3	5	3	Skwierzyna	gmina miejsko-wiejska	01.01.2021
8	3	5	4	Skwierzyna	miasto	01.01.2021
8	3	5	5	Skwierzyna	obszar wiejski	01.01.2021
8	3	6	3	Trzciel	gmina miejsko-wiejska	01.01.2021
8	3	6	4	Trzciel	miasto	01.01.2021
8	3	6	5	Trzciel	obszar wiejski	01.01.2021
8	4			nowosolski	powiat	01.01.2021
8	4	1	1	Nowa Sól	gmina miejska	01.01.2021
8	4	2	3	Bytom Odrzañski	gmina miejsko-wiejska	01.01.2021
8	4	2	4	Bytom Odrzañski	miasto	01.01.2021
8	4	2	5	Bytom Odrzañski	obszar wiejski	01.01.2021
8	4	3	2	Kolsko	gmina wiejska	01.01.2021
8	4	4	3	Ko¿uchów	gmina miejsko-wiejska	01.01.2021
8	4	4	4	Ko¿uchów	miasto	01.01.2021
8	4	4	5	Ko¿uchów	obszar wiejski	01.01.2021
8	4	5	2	Nowa Sól	gmina wiejska	01.01.2021
8	4	6	3	Nowe Miasteczko	gmina miejsko-wiejska	01.01.2021
8	4	6	4	Nowe Miasteczko	miasto	01.01.2021
8	4	6	5	Nowe Miasteczko	obszar wiejski	01.01.2021
8	4	7	3	Otyñ	gmina miejsko-wiejska	01.01.2021
8	4	7	4	Otyñ	miasto	01.01.2021
8	4	7	5	Otyñ	obszar wiejski	01.01.2021
8	4	8	2	Siedlisko	gmina wiejska	01.01.2021
8	5			s³ubicki	powiat	01.01.2021
8	5	1	3	Cybinka	gmina miejsko-wiejska	01.01.2021
8	5	1	4	Cybinka	miasto	01.01.2021
8	5	1	5	Cybinka	obszar wiejski	01.01.2021
8	5	2	2	Górzyca	gmina wiejska	01.01.2021
8	5	3	3	Oœno Lubuskie	gmina miejsko-wiejska	01.01.2021
8	5	3	4	Oœno Lubuskie	miasto	01.01.2021
8	5	3	5	Oœno Lubuskie	obszar wiejski	01.01.2021
8	5	4	3	Rzepin	gmina miejsko-wiejska	01.01.2021
8	5	4	4	Rzepin	miasto	01.01.2021
8	5	4	5	Rzepin	obszar wiejski	01.01.2021
8	5	5	3	S³ubice	gmina miejsko-wiejska	01.01.2021
8	5	5	4	S³ubice	miasto	01.01.2021
8	5	5	5	S³ubice	obszar wiejski	01.01.2021
8	6			strzelecko-drezdenecki	powiat	01.01.2021
8	6	1	3	Dobiegniew	gmina miejsko-wiejska	01.01.2021
8	6	1	4	Dobiegniew	miasto	01.01.2021
8	6	1	5	Dobiegniew	obszar wiejski	01.01.2021
8	6	2	3	Drezdenko	gmina miejsko-wiejska	01.01.2021
8	6	2	4	Drezdenko	miasto	01.01.2021
8	6	2	5	Drezdenko	obszar wiejski	01.01.2021
8	6	3	2	Stare Kurowo	gmina wiejska	01.01.2021
