terc,city,rm,mz,sym,sympod
1604025,Brodnica,0,1,496290,496283
1604025,Kamienisko,0,1,496308,496283
1604025,Przybkowice,0,1,496314,496283
1604025,Wrzosy,0,1,496320,496283
1608062,Słowików Szlachecki,0,1,145164,145158
1603032,Olszowa,0,1,492718,492701
1608072,Bąkownia,0,1,505792,505786
1608072,Osina,0,1,505875,505869
1609062,Kopiec,0,1,499287,499270
1611022,Borek,0,1,495705,495697
1608052,Kołpnica,0,1,144390,144383
1608025,Zdziechowice Dolne,0,1,132173,132150
1608062,Dziadownia,0,1,144756,144740
1608062,Jawor,0,1,144845,144839
1608062,Góry,0,1,144874,144868
1609062,Podkraje,0,1,499258,499241
1604032,Owczarnia,0,1,497851,497845
1605032,Zbychowice,0,1,503617,503600
1605055,Bąków,0,1,505533,505527
1605055,Paryż,0,1,505562,505527
1608025,Zdziechowice Górne,0,1,132180,132150
1605042,Olszyna,0,1,504580,504574
1608015,Wygoda,0,1,131104,131096
1608035,Paprotna,0,1,139896,139880
1610025,Hojnowice,0,1,493847,493830
1604032,Danielaczka,0,1,497704,497696
1611055,Tęczynów,0,1,503400,503385
1609012,Kolonia,0,1,492598,492581
1605055,Łęg,0,1,505556,505527
1605055,Dobrzęcice,0,1,505496,505480
1608062,Błonie,0,1,144800,144791
1609052,Dębina,0,1,499070,499057
1608015,Wilimownia,0,1,131133,131127
1609052,Gróbek,0,1,498974,498951
1603042,Warmuntowice,0,1,501765,501742
1605015,Pod Lasem,0,1,494999,494982
1607065,Zawsie,0,1,500777,500760
1609032,Gajówka,0,1,493273,493250
1607015,Komorów,0,1,494798,494781
1608015,Piła,0,1,131274,131245
1607092,Zacisze,0,1,502948,502931
1609132,Łącz,0,1,504195,504189
1610015,Róża,0,1,491245,491239
1604032,Dębień,0,1,497928,497911
1607015,Starowice,0,1,494723,494700
1608072,Rosocha,0,1,505846,505830
1608025,Zawady,0,1,132167,132150
1608062,Julianpol nad Szosą,0,1,144934,144928
1608062,Rogatki,0,1,144785,144779
1608025,Zarzyska,0,1,132084,132061
1611055,Ściegna,0,1,503103,503089
1605055,Pietrowice,0,1,505579,505527
1605055,Urzek,0,1,505585,505527
1611075,Młyn-Til,0,1,505444,505438
1608015,Kwierucie,0,1,131328,131305
1609042,Osiedle,0,1,496863,496857
1603032,Lasaki,0,1,492799,492782
1603032,Głogowiec,0,1,492894,492888
1611022,Zawodzie,0,1,495728,495697
1609032,Buczki,0,1,493451,493439
1611065,Wydzierów,0,1,504367,504350
1610025,Wyszków,0,1,493988,493971
1609075,Kolonia Leśna,0,1,500004,499991
1609075,Kolonia Robotnicza,0,1,500010,499991
1608015,Kolonia Pluderska,0,1,131297,131280
1609085,Michalanka,0,1,501127,501110
1604032,Olbin,0,1,497710,497696
1603032,Szypowiec,0,1,492902,492888
1608062,Melanków,0,1,144816,144791
1605025,Jarczowice,0,1,497354,497348
1608035,Borki,0,1,140422,140416
1608062,Parkiecie,0,1,144963,144928
1608062,Wręczyca,0,1,144992,144986
1605025,Wesoła,0,1,497360,497348
1605015,Wapienniki,0,1,494953,494947
1605015,Dzioły,0,1,494976,494960
1610045,Włóczno,0,1,502753,502747
1605025,Wygon,0,1,497265,497242
1609042,Palecznica,0,1,496811,496797
1608052,Milęcin,0,1,144348,144331
1608062,Korea,0,1,145081,145075
1606032,Kozuby,0,1,501890,501877
1606032,Żabiniec,0,1,501908,501877
1607015,Kletnik,0,1,494717,494700
1609092,Osiedle,0,1,502316,502291
1609052,Młynek,0,1,499086,499057
1609052,Krzyżula,0,1,499169,499152
1608015,Lubojańskie,0,1,131156,131140
1604032,Skorków,0,1,497561,497549
1604032,Wielodrogi,0,1,497727,497696
1609032,Ameryka,0,1,493445,493439
1609132,Chocimierz,0,1,504137,504114
1605042,Marianków,0,1,504640,504634
1605042,Posiłek,0,1,504657,504634
1605015,Daleki,0,1,494901,494893
1608062,Julianpol pod Lasem,0,1,144940,144928
1608025,Duców,0,1,131883,131877
1608025,Dziesiątki,0,1,132055,132032
1608035,Stare Olesno-Roszarnia,0,1,140296,140280
1608072,Zawada,0,1,505668,505651
1603032,Lipowina,0,1,492865,492859
1610045,Włókna,0,1,502718,502701
1603032,Leśny Dwór,0,1,492954,492948
1608072,Sośnie,0,1,505852,505830
1609032,Dąbrowa,0,1,493267,493250
1609032,Ług,0,1,493280,493250
1604032,Zawada,0,1,497733,497696
1608035,Stary Folwark,0,1,140072,140066
1611022,BarÄ,0,1,495668,495651
1608015,Wystrzyca,0,1,131110,131096
1608015,Kopina,0,1,131251,131245
1608015,Turza Kolejowa,0,1,131392,131386
1608015,Ługi,0,1,131430,131423
1609052,Podlesie,0,1,498997,498951
1607015,Dłużnica,0,1,494640,494634
1607015,Rudawa,0,1,494657,494634
1603042,Rzeczyce,0,1,501759,501742
1609062,Bożejów,0,1,499347,499330
1609132,Bierdzańska Kolonia,0,1,504120,504114
1605025,Czekaj,0,1,497259,497242
1606032,Jaginów,0,1,501943,501937
1608035,Piaski,0,1,139904,139880
1604032,Zalesie,0,1,497934,497911
1609062,Wygnaniec,0,1,499407,499399
1609132,Niwa,0,1,504284,504278
1609132,Osowiec-Osiedle,0,1,504226,504210
1608015,Bzionków,0,1,131311,131305
1609132,Pod Borem,0,1,504150,504143
1604032,Niwy,0,1,497644,497638
1609085,Zamoście,0,1,501156,501140
1604032,Hanower,0,1,497555,497549
1604032,Kopaczka,0,1,497590,497584
1609042,Domecka Kużnia,0,1,496805,496797
1605055,Borek,0,1,505540,505527
1609092,Kobylice,0,1,502300,502291
1609052,Krzyżowski Folwark,0,1,498945,498939
1609052,Wojtyle,0,1,499005,498951
1608025,Morgi,0,1,131890,131877
1605015,Kamieniołom,0,1,494918,494893
1608062,Piskara,0,1,144704,144696
1608062,Kąty,0,1,144957,144928
1605025,Bąków,0,1,497390,497383
1608025,Uszyce Górne,0,1,132115,132090
1609032,Wiatraki,0,1,493296,493250
1661011,Żabia Górka,99,1,998725,965016
1661011,Żaba,99,1,998731,965016
1661011,Stara Droga,99,1,998748,965016
1607064,Nieradowice,99,1,500903,965832
1607064,Sarnowice,99,1,500955,965832
1607064,Śliwice,99,1,500990,965832
1607064,Wójcice,99,1,501038,965832
1661011,Wyrębiny,99,1,493020,965016
1661011,Sławice,99,1,493190,965016
1661011,Wrzoski,99,1,493209,965016
1661011,Borki,99,1,493221,965016
1661011,Kłapacz,99,1,493238,965016
1661011,Brzezie,99,1,493244,965016
1661011,Czarnowąsy,99,1,493356,965016
1661011,Brody,99,1,493362,965016
1661011,Krzyże,99,1,493379,965016
1661011,Podlesie Lewe,99,1,493385,965016
1661011,Podlesie Prawe,99,1,493391,965016
1661011,Zapłocie,99,1,493400,965016
1661011,Krzanowice,99,1,493474,965016
1661011,Świerkle,99,1,493497,965016
1661011,Chmielowice,99,1,496774,965016
1661011,Gąsów,99,1,496780,965016
1661011,Żerkowice,99,1,496900,965016
1661011,Winów,99,1,502552,965016
1611064,Osiedle Goj,99,1,965980,965967
1611054,Nowa Wieś,99,1,999430,965915
1605054,Łęg,99,1,999446,966040
1602044,Krotoszyn,99,1,999452,965602
1611044,Księża Wieś,99,1,999133,965714
1609104,Kolonia,99,1,998949,502523
1609104,Miasteczko,99,1,998955,502523
1609104,Osiedle,99,1,998961,502523
1609104,Rudnica Mała,99,1,998978,502523
1611044,Kowalików,99,1,999127,965714
1611044,Stoki,99,1,999140,965714
1603011,Kożle,99,1,998100,965424
1608024,Szczotki,99,1,931566,931490
1661011,Wyspa Bolko,99,1,965039,965016
1661011,Kolonia Gosławicka,99,1,965097,965016
1603011,Lisak,99,1,965536,965424
1610024,Winiary,99,1,965306,965281
1661011,Okół,99,1,965128,965016
1661011,Wójtowa Wieś,99,1,965163,965016
1605024,Błonie,99,1,965683,965677
1607054,Dolna Wieś,99,1,965795,965789
1608034,Wronczyn,99,1,932324,932293
1603011,Cisowa,99,1,965453,965424
1603011,Lenartowice,99,1,965520,965424
1605014,Strzebniów,99,1,965387,965364
1661011,Szczepanowice,99,1,992177,965016
1609104,Pomologia,99,1,502530,502523
1609104,Obora,99,1,991290,502523
1603011,Grabina,99,1,1062204,965424
1607014,Kamieniec,99,1,1062210,965341
1610044,Górka,99,1,1062227,965878
1611034,Będowskie,99,1,1062233,965631
1611074,Bemowskie,99,1,1062240,966004
1611074,Redwina,99,1,1062256,966004
1601044,Wróblin,99,1,1062167,965720
1603011,Dąbrowa,99,1,1062196,965424
1611034,Haraszowskie,99,1,965660,965631
1611054,Farska Kolonia,99,1,965938,965915
1601011,Rataje,99,1,965269,965252
1611054,Mokre Łany,99,1,965944,965915
1609104,Grzybowice,99,1,991410,502523
1609104,Nowy Świat,99,1,991427,502523
1609104,Stara Kużnia,99,1,991433,502523
1609104,Wioska,99,1,991440,502523
1609104,Wybłyszczów,99,1,991456,502523
1608044,Kolonia pod Kowalami,99,1,932360,932353
1605024,Otmęt,99,1,965690,965677
1661011,Gosławice,99,1,965051,965016
1661011,Groszowice,99,1,965068,965016
1661011,Grotowice,99,1,965074,965016
1603011,Zmudzona,99,1,965588,965424
1607054,Górna Wieś,99,1,965803,965789
1611074,Kąty,99,1,966027,966004
1603011,Kędzierzyn,99,1,965460,965424
1603011,Kużniczka,99,1,965507,965424
1603011,Sławięcice,99,1,965571,965424
1608024,Leśniki,99,1,931514,931490
1608024,Stare Więckowice,99,1,931543,931490
1607054,Radoszyn,99,1,965810,965789
1605014,Bagno,99,1,965370,965364
1604024,Nowy Dwór,99,1,965625,965619
1610044,Młyn Czyżyka,99,1,965909,965878
1601044,Chorzelin,99,1,965737,965720
1603011,Żabiniec,99,1,965594,965424
1608024,Nowe Więckowice,99,1,931537,931490
1661011,Grudzice,99,1,965080,965016
1608014,Habaś,99,1,931460,931454
1661011,Nowa Wieś Królewska,99,1,965111,965016
1661011,Pasieka,99,1,965134,965016
1610024,Oracze,99,1,965298,965281
1610044,Kolonia Karola Miarki,99,1,965884,965878
1603011,Biały Ług,99,1,965430,965424
1602034,Brachowice,99,1,965335,965329
1661011,Zakrzów,99,1,965186,965016
1607034,Ulianówka,99,1,497153,496946
1608034,Dobrodzieńska,99,1,932318,932293
1605024,Śluza,99,1,965708,965677
1603011,Malchów,99,1,965542,965424
1608044,Pilawy,99,1,932399,932353
1603011,Krężel,99,1,965499,965424
1607054,Zamłynie,99,1,965826,965789
1603011,Kłodnica,99,1,965476,965424
1603011,Lasaki,99,1,965513,965424
1605054,Banaczki,99,1,966056,966040
1611074,Świerkle,99,1,966033,966004
1608024,Karłów,99,1,931508,931490
1611034,Brzyniczka,99,1,965648,965631
1611034,Fosowskie,99,1,965654,965631
1661011,Bierkowice,99,1,965022,965016
1603011,Rybarze,99,1,965565,965424
1661011,Malina,99,1,965105,965016
1661011,Półwieś,99,1,965140,965016
1607074,Paczkówek,99,1,965861,965855
1601034,Półwiosek,99,1,965418,965401
1603011,Blachownia Śląska,99,1,965447,965424
1603011,Kożle-Port,99,1,965482,965424
1605014,Wygoda,99,1,965393,965364
1610014,Stare Miasto,99,1,965230,965223
1610014,Szonowice,99,1,965246,965223
1608024,Libiąż,99,1,931520,931490
1608024,Strugi,99,1,931550,931490
1608034,Bieńskie,99,1,932301,932293
1608014,Hadasiki,99,1,931477,931454
1609074,Wesele,99,1,965772,965750
1610024,Zwierzyniec,99,1,965312,965281
1611064,Dziedzinka,99,1,965973,965967
1608044,Kolonia pod Rosochami,99,1,932376,932353
1608044,Zawisna,99,1,932407,932353
1603011,Miejsce Kłodnickie,99,1,965559,965424
1609074,Szczepanowice,99,1,965766,965750
1661011,Przeskok,99,1,965157,965016
1610044,Lipno,99,1,965890,965878
1605054,Solownia,99,1,966062,966040
1611074,Dębnik,99,1,966010,966004
1661011,Wróblin,99,1,965170,965016
1661011,Zaodrze,99,1,965192,965016
1661011,Chwałkowice,99,1,965045,965016
1602014,Jaroniów,99,1,965217,965200
1607014,Kolonia Jagiellońska,99,1,965358,965341
1608024,Zofiówka,99,1,931572,931490
1611054,Adamowice,99,1,965921,965915
1611054,Suche Łany,99,1,965950,965915
1608044,Kolonia pod Rozterkiem,99,1,932382,932353
1608014,Kolonia Wieczorka,99,1,931483,931454
1602035,Nowa Wieś,3,1,1065036,494479
1609125,Tułowice Małe,3,1,504108,504108
1609132,Trzęsina,3,1,504232,504210
1607075,Frydrychów,3,1,501311,501305
1607015,Przesieki,3,1,998441,494663
1601022,Skarbimierz-Osiedle,6,1,990280,990280
1608025,Podstawie,3,1,1062150,131794
1605015,Karłubiec,3,1,998406,495020
1607075,Książe,3,1,501363,501357
1603042,Damnik,3,1,501707,501831
1608072,Draganie,3,1,505898,505786
1603042,Bryksy,3,1,998174,501593
1603022,Grobla,3,1,998145,491618
1601035,Podlesie,3,1,998056,495390
1603022,Utrata,3,1,998116,491593
1603022,Kąt,3,1,998122,491593
1603022,Klichów,3,1,998139,491593
1603052,Kochaniec,3,1,998263,502196
1603052,Nowy Dwór,3,1,998270,502196
1603062,Wygoda,3,1,998300,502836
1603062,Brodek,3,1,998317,502842
1603062,Kolonia Mechnica,3,1,998323,502842
1603052,Długie Pole,3,1,998205,502078
1603042,Uciecha,3,1,998197,501794
1603022,Stępnica,3,1,998168,491676
1603022,Księża Łąka,3,1,998151,491618
1608052,Biskupskie Drogi,3,1,144265,144259
1608052,Pustkowie,3,1,144271,144259
1608052,Chałupki,3,1,144354,144331
1608052,Dąbrówka,3,1,144360,144331
1608052,Smuga,3,1,144377,144331
1608052,Świerkle,3,1,144408,144383
1608052,Ruda,3,1,144472,144443
1608052,Stary Folwark,3,1,144489,144443
1608062,Banasiówka,3,1,144897,144880
1608015,Rędzina,3,1,131179,131140
1608015,Bąki,3,1,131357,131340
1608015,Murków,3,1,131417,131386
1608015,Malichów,3,1,131446,131423
1608035,Granicznik,3,1,139910,139880
1608035,Kiki,3,1,139927,139880
1608035,Obłąki,3,1,139933,139880
1608035,Pustkowie,3,1,139940,139880
1608035,Kamień,3,1,139979,139956
1608035,Krzczonowice,3,1,140014,139985
1608035,Kużnica Borecka,3,1,140020,139985
1608035,Brynica,3,1,140126,140110
1608035,Pustki,3,1,140132,140110
1608035,Pyki,3,1,140149,140110
1608035,Kużnica,3,1,140209,140190
1608035,Nowy Wachów,3,1,140221,140190
1608035,Wydzieracz,3,1,140244,140238
1608035,Bieńskie,3,1,140273,140267
1608035,Cegielnia,3,1,140340,140333
1608035,Wygoda,3,1,140362,140333
1608035,Korzonki,3,1,140400,140385
1608035,Osiedle Wojciechów,3,1,140439,140416
1608035,Dąbrowa,3,1,140468,140445
1608025,Karpaty,3,1,131802,131794
1608025,Karłowice,3,1,131825,131819
1608025,Przymiarki,3,1,131831,131819
1608025,Przytoczna,3,1,131848,131819
1608025,Piaseczna,3,1,131860,131854
1608025,Buczak,3,1,131908,131877
1608025,Prosna,3,1,131920,131877
1608025,Czerwone Osiedle,3,1,131950,131943
1608025,Dęby,3,1,131966,131943
1608025,Siwe Osiedle,3,1,131972,131943
1608025,Tęczynów,3,1,132010,132003
1608025,Karnów-Uszyce,3,1,132121,132090
1602022,Niekazanice-Kałduny,3,1,491883,491877
1610025,Malkowice,3,1,493942,493936
1611065,Kopanina,3,1,504456,504440
1611065,Ferdynand,3,1,504462,504440
1611065,Buczki,3,1,504485,504479
1609075,Pielgrzymowice,3,1,998814,500062
1608025,Ownia,3,1,998470,132090
1608035,Gajek,3,1,998493,140103
1606025,Lesiny,3,1,998429,499554
1606025,Zbytki,3,1,998435,499850
1604015,Chałupki,3,1,998352,492374
1605015,Droszkowice,3,1,998398,495020
1606025,Siedlec,3,1,998412,499554
1609105,Smolnik,3,1,998866,502500
1609075,Marszów,3,1,998808,500062
1609132,Marszałki,3,1,999009,504255
1609132,Pociecha,3,1,998984,504114
1611022,Gaj,3,1,999080,495639
1610025,Chmielnik,3,1,999038,493818
1610025,Zwiastowice,3,1,999021,494054
1609132,Rosocha,3,1,999015,504255
1609105,Kolonia Jaśkowice,3,1,998889,502492
1611075,Mostki,3,1,999191,505438
1611075,Żarek,3,1,999179,505438
1608025,Podlesie,3,1,132078,132061
1602035,Podlesie,3,1,494338,494321
1601035,Lesie,3,1,495220,495208
1601035,Leśnica,3,1,495295,495289
1607065,Zwierzyniec,3,1,501021,501015
1607065,Malerzowice Małe,3,1,500850,500850
1602015,Wierzbno,3,1,491038,491021
1602015,Rogów,3,1,491156,491140
1610015,Śmieciak,3,1,491280,491268
1610015,Kokot,3,1,491311,491305
1610015,Żabnik,3,1,491334,491328
1610015,Kolonia Ligocka,3,1,491363,491357
1610015,Frącki,3,1,491475,491469
1610015,Podlesie,3,1,491564,491558
1604015,Długa,3,1,492440,492434
1604015,Brzózki,3,1,492470,492463
1603032,Bełk,3,1,492724,492701
1603032,Biadaczów,3,1,492760,492753
1603032,Dąbrowa,3,1,492807,492782
1603032,Jama,3,1,492842,492836
1603032,Płonia,3,1,492871,492859
1603032,Brzozowa,3,1,492925,492919
1603032,Byczynica,3,1,492931,492919
1609022,Jemielin,3,1,493014,493008
1609022,Turzak,3,1,493050,493043
1609022,Lesiec,3,1,493072,493066
1609022,Narocka Kolonia,3,1,493089,493066
1609022,Odrzyca,3,1,493095,493066
1609022,Brzezina,3,1,493110,493103
1609022,Dobrosław,3,1,493126,493103
1609022,Odrzysko,3,1,493132,493103
1609022,Poręby,3,1,493155,493149
1609032,Babi Las,3,1,493304,493250
1609032,Kąty,3,1,493310,493250
1609032,Kwaśno,3,1,493327,493250
1609032,Ostrówek,3,1,493340,493250
1609032,Otok,3,1,493422,493416
1606012,Zalesie,3,1,493528,493505
1606012,Stary Gręboszów,3,1,493563,493540
1606012,Sułoszów,3,1,493570,493540
1606012,Międzybrodzie,3,1,493592,493586
1606012,Wielka Kolonia,3,1,493630,493623
1606012,Wygoda,3,1,493646,493623
1606012,Szerzyna,3,1,493669,493652
1606012,Świbne,3,1,493706,493698
1610025,Anachów,3,1,493801,493793
1610025,Chudoba,3,1,493876,493860
1610025,Golczowice,3,1,494019,494002
1610025,But,3,1,494025,494002
1610025,Mucków,3,1,494031,494002
1610025,Sysłów,3,1,494048,494002
1610025,Mikulsko,3,1,494060,494054
1602035,Biernatówek,3,1,494108,494090
1602035,Bogdanowice-Kolonia,3,1,494120,494114
1602035,Klisinko,3,1,494278,494261
1602035,Nowosady,3,1,494367,494344
1602035,Głubczyce-Las Marysieńka,3,1,494380,494373
1602035,Stara Wieś,3,1,494485,494479
1602035,Dobrogostów,3,1,494522,494516
1602035,Studzienica,3,1,494574,494568
1607015,Kolonia Kaszubska,3,1,494730,494700
1607015,Skowronków,3,1,494752,494700
1605015,Otmęt,3,1,495013,495007
1605015,Odrowąż,3,1,495036,494982
1605015,Podolszynie,3,1,495059,495042
1605015,Raczek,3,1,495065,495042
1601035,Golka,3,1,495148,495131
1601035,Dębina,3,1,495214,495208
1611012,Utrata,3,1,495496,495480
1611012,Kamień Śląski,3,1,495533,495527
1611012,Włodzisławice,3,1,495540,495527
1611012,Sława,3,1,495562,495556
1611012,Haleńsko,3,1,495600,495591
1611022,Kużnia,3,1,495645,495639
1611022,Bokowe,3,1,495674,495651
1611022,Dębina,3,1,495680,495651
1611022,Gajdowe,3,1,495734,495697
1611022,Opaleniec,3,1,495757,495697
1607022,Siodłary,3,1,495830,495823
1607022,Suliszów,3,1,495846,495823
1607022,Tarnów,3,1,495881,495875
1602045,Gniewkowice,3,1,495993,495987
1602045,Kolonia Zachód,3,1,496001,495987
1602045,Lubotyń-Kolonia,3,1,496053,496030
1602045,Nowy Dwór,3,1,496082,496076
1602045,Przysieczna,3,1,496165,496159
1604025,Stara Huta,3,1,496225,496194
1604025,Krężel,3,1,496343,496337
1604025,Pustki,3,1,496478,496461
1604025,Dąbrowa,3,1,496544,496521
1604025,Kolonia Piecowa,3,1,496573,496567
1604025,Sulikowice,3,1,496596,496580
1604025,Sułoszyn,3,1,496610,496604
1604025,Sułoszyn-Karolina,3,1,496627,496604
1611035,Baniak,3,1,496691,496685
1611035,Jażwina,3,1,496751,496745
1611035,Kowalowskie,3,1,496768,496745
1609042,Pucnik,3,1,496828,496797
1607035,Smolarnia,3,1,497029,497012
1607035,Ligota Ścinawska,3,1,497041,497035
1607035,Drewnica,3,1,497064,497058
1607035,Dobrzyków,3,1,497124,497118
1607035,Wyrębiny,3,1,497182,497176
1605025,Posiłek,3,1,497319,497302
1605025,Skała,3,1,497325,497302
1605025,Ligota,3,1,497414,497408
1604032,Kolonia Ciarki,3,1,497532,497495
1604032,Czerwona,3,1,497578,497549
1604032,Lipiny,3,1,497615,497584
1604032,Wawrzyńcowskie,3,1,497621,497584
1604032,Szarawara,3,1,497673,497638
1604032,Wesoła,3,1,497680,497638
1604032,Kłapaczka,3,1,497740,497696
1604032,Kamieniec,3,1,497822,497800
1604032,Wędryńka,3,1,497940,497911
1611045,Granica,3,1,498017,498000
1611045,Kurzawka,3,1,498052,498046
1611045,Popice,3,1,498081,498075
1601045,Błażejowice,3,1,498106,498098
1601045,Niwy,3,1,498112,498098
1601045,Piaski,3,1,498201,498193
1601045,Raski,3,1,498247,498230
1601045,Zawadno,3,1,498320,498313
1601052,Lednica,3,1,498460,498454
1601052,Zamcze,3,1,498477,498454
1601052,Boruta,3,1,498490,498483
1601052,Leśna Woda,3,1,498566,498454
1601052,Książkowice,3,1,498690,498684
1601052,Smolarnik,3,1,498709,498684
1601052,Kopalina,3,1,498721,498715
1607042,Okopy,3,1,498827,498810
1607042,Dworzysko,3,1,498840,498833
1607042,Bardno,3,1,498862,498856
1609052,Surowina,3,1,499011,498951
1609052,Kosowiec,3,1,499034,499028
1609052,Jeżów-Ług,3,1,499092,499057
1609062,Mańczok,3,1,499212,499206
1609062,Kęszyce,3,1,499235,499229
1609062,Czarna Woda,3,1,499318,499301
1609062,Kupilas,3,1,499324,499301
1609062,Morcinek,3,1,499360,499353
1606025,Marysin,3,1,499420,499413
1606025,Borek,3,1,499442,499436
1606025,Grabówka,3,1,499548,499531
1606025,Nowy Dwór,3,1,499560,499554
1606025,Żabiak,3,1,499583,499577
1606025,Wszeradów,3,1,499608,499590
1606025,Winniki,3,1,499650,499643
1606025,Bławaciska,3,1,499695,499689
1606025,Hałderze,3,1,499703,499689
1606025,Młynek,3,1,499710,499689
1606025,Piękna Studnia,3,1,499726,499689
1606025,Stanek,3,1,499732,499689
1606025,Zielony Dąb,3,1,499749,499689
1606025,Rychnów Dolny,3,1,499809,499790
1606025,Staszków,3,1,499815,499790
1606025,Karolówka,3,1,499896,499880
1606025,Krzemieniec,3,1,499904,499880
1606025,Młyńskie Stawy,3,1,499910,499880
1606025,Żabka,3,1,499927,499880
1609075,Gościejowice Małe,3,1,499956,499940
1609075,Mała Góra,3,1,499979,499962
1607055,Kaplica,3,1,500323,500317
1607055,Czarkowice,3,1,500369,500352
1607055,Piaskowa,3,1,500375,500352
1607055,Rochów,3,1,500547,500530
1607065,Laskowice,3,1,500694,500688
1607065,Pasieki,3,1,500702,500688
1607065,Grodziszcze,3,1,500843,500837
1607065,Kamienna Góra,3,1,500895,500889
1607065,Krakówkowice,3,1,500926,500910
1609085,Paliwoda,3,1,501073,501067
1609085,Wydzieracz,3,1,501080,501067
1609085,Kuziory,3,1,501104,501096
1609085,Myślina,3,1,501162,501140
1607082,Godkowice,3,1,501386,501370
1607082,Radowice,3,1,501392,501370
1607082,Frączków,3,1,501417,501423
1607082,Naczków,3,1,501430,501423
1607082,Śmiłowice,3,1,501446,501423
1607082,Spiny,3,1,501529,501512
1603042,Kolonia Karchów,3,1,501676,501660
1603042,Dąbrowa,3,1,501771,501742
1603042,OpatrznośÄ,3,1,501788,501742
1603042,Chudoba,3,1,501848,501831
1606032,Szubienik,3,1,501860,501854
1606032,Paryż,3,1,501914,501877
1606032,Świercowskie,3,1,501920,501877
1606032,Kup Mały,3,1,502010,502003
1609092,Karłowiczki,3,1,502227,502210
1609092,Olszak,3,1,502233,502210
1609092,Kabachy,3,1,502322,502291
1609092,Leśniczówka Kabachy,3,1,502339,502291
1609092,Lipie Laski,3,1,502345,502291
1609092,Wielopole,3,1,502351,502291
1609092,Lewandówka,3,1,502397,502380
1609092,Biedaszka,3,1,502411,502405
1609092,Odłogi,3,1,502434,502428
1610045,Wieszczyna,3,1,502635,502629
1611055,Doryszów,3,1,503050,503043
1611055,Breguła,3,1,503110,503089
1611055,Banatki Duże,3,1,503149,503132
1611055,Banatki Małe,3,1,503155,503132
1611055,Barwinek,3,1,503161,503132
1611055,Kadłubski Piec,3,1,503178,503132
1611055,Lipieniec,3,1,503190,503184
1611055,Kasztal,3,1,503267,503250
1611055,Podborzany,3,1,503304,503296
1611055,Szymonia,3,1,503310,503296
1611055,Groszów,3,1,503340,503333
1611055,BarÄ,3,1,503379,503362
1605032,Nowy Bud,3,1,503474,503468
1605032,Nowy Młyn,3,1,503505,503497
1605032,Urszulanowice,3,1,503540,503534
1605032,Buława,3,1,503563,503557
1605032,Serwitut,3,1,503592,503586
1605032,Kopalina,3,1,503630,503623
1606042,Lipa,3,1,503675,503669
1606042,Skórze,3,1,503729,503712
1606042,Przygorzele,3,1,503764,503758
1606042,Grabówka,3,1,503787,503770
1606042,Kużnice,3,1,503793,503770
1606042,Zielony Las,3,1,503801,503770
1606042,Oziąbel,3,1,503830,503824
1606042,Zawada,3,1,503847,503824
1606042,Zorzów,3,1,503853,503824
1606042,Górzyna,3,1,503876,503860
1606042,Mała Kolonia,3,1,503882,503860
1606042,Jażwinka,3,1,503913,503907
1606042,Wołcz,3,1,503936,503920
1609112,Tarnów Opolski,3,1,504031,504025
1611065,Kolonia Jaryszów,3,1,504338,504321
1611065,Grzeboszowice,3,1,504433,504427
1611065,Wesołów,3,1,504491,504479
1605042,Swornica,3,1,504545,504539
1605042,Czerniów,3,1,504568,504551
1605042,Przerwa,3,1,504611,504605
1605042,Rybarze,3,1,504628,504605
1605042,Groble,3,1,504663,504634
1605042,Antoszka,3,1,504670,504634
1605042,Krzewiaki,3,1,504686,504634
1606052,Chrząstów,3,1,504717,504700
1606052,Pągówek,3,1,504798,504781
1606052,Wilkówek,3,1,504835,504829
1604045,Jedliska,3,1,504947,504930
1604045,Dębniak,3,1,504976,504960
1604045,Gierałcice Małe,3,1,504982,504960
1604045,Wolna Wieś,3,1,505007,504999
1604045,Lubiatowice,3,1,505013,504999
1604045,Sułaszów,3,1,505036,504999
1604045,Zajdak,3,1,505042,504999
1604045,Krzywiczyny-Kolonia,3,1,505071,505065
1604045,Walsztat,3,1,505094,505065
1604045,Ligota Mała,3,1,505119,505102
1604045,Nowa Wieś,3,1,505154,505148
1604045,Borownia,3,1,505220,505214
1604045,Cegielnia,3,1,505237,505214
1604045,Szklarnia,3,1,505250,505214
1604045,Wesoła,3,1,505266,505214
1604045,Zielona Góra,3,1,505272,505214
1604045,Wałda,3,1,505361,505332
1611075,Górki,3,1,505421,505415
1605055,Lesiana,3,1,505467,505450
1605055,Wielmierzowice,3,1,505473,505450
1605055,Skały,3,1,505616,505591
1605055,Lesisko,3,1,505645,505639
1608072,Łąki,3,1,505674,505651
1608072,Młynek,3,1,505680,505651
1608072,Piłat,3,1,505697,505651
1608072,Wypychów,3,1,505705,505651
1608072,Borownica,3,1,505757,505740
1608072,Wierzchowina,3,1,505763,505740
1608072,Kopalina,3,1,505800,505786
1608072,Kosice,3,1,505817,505786
1608072,Radawka,3,1,505823,505786
1608072,Borowiany,3,1,505881,505869
1608072,Malinów,3,1,505906,505869
1608072,Nowa Wieś,3,1,505912,505869
1609124,Tułowice,96,1,504090,504090
1607074,Paczków,96,1,965855,965855
1602044,Kietrz,96,1,965602,965602
1603011,Kędzierzyn-Kożle,96,1,965424,965424
1605014,Gogolin,96,1,965364,965364
1609104,Prószków,96,1,502523,502523
