terc,city,rm,mz,sym,sympod
0211022,Chróstnik,1,1,365210,365210
0211022,Czerniec,1,1,365227,365227
0211022,Miłoradzice,1,1,365374,365374
0211022,Miłosna,1,1,365380,365380
0211022,Miroszowice,1,1,365397,365397
0220065,Chodlewo,1,1,884051,884051
0213035,Postolin,1,1,878116,878116
0214075,Działosza,1,1,209438,209438
0214075,Gaszowice,1,1,209467,209467
0223045,Górzyce,1,1,874970,874970
0223045,Kębłowice,1,1,874992,874992
0217022,Komorowice,1,1,875796,875796
0217022,Zarzyca,1,1,875939,875939
0217022,Żelowice,1,1,875945,875945
0225052,Bierna,1,1,192442,192442
0202062,Trzebnik,1,1,876880,876880
0202075,Kietlin,1,1,853910,853910
0225052,Studniska Górne,1,1,192590,192590
0204032,Bełcz Wielki,1,1,373534,373534
0204032,Głobice,1,1,373557,373557
0224042,Lutomierz,1,1,855440,855440
0204032,Lipowiec,1,1,373570,373570
0224042,Żdanów,1,1,855530,855530
0204032,Żabin,1,1,373729,373729
0204045,Chocieborowice,1,1,377087,377087
0201022,Kraśnik Górny,1,1,189090,189090
0201022,Krępnica,1,1,189121,189121
0201022,Stara Oleszna,1,1,189279,189279
0221055,Grzmiąca,1,1,852430,852430
0221065,Łączna,1,1,853607,853607
0221065,Rybnica Leśna,1,1,853636,853636
0212035,Górczyca,1,1,190816,190816
0212035,Nagórze,1,1,190851,190851
0218032,Czerna,1,1,877217,877217
0218032,Mrozów,1,1,877447,877447
0218032,Piskorzowice,1,1,877482,877482
0217032,Jegłowa,1,1,854676,854676
0217032,Krzywina,1,1,854736,854736
0217045,Nowolesie,1,1,880573,880573
0217045,Pęcz,1,1,880604,880604
0208072,Jaszkówka,1,1,852832,852832
0208072,Romanowo,1,1,852980,852980
0208072,Szalejów Górny,1,1,853040,853040
0208072,Wojciechowice,1,1,853116,853116
0203042,Głogówko,1,1,364452,364452
0203062,Domaniowice,1,1,368830,368830
0203062,Kamiona,1,1,368869,368869
0203062,Kłoda,1,1,368875,368875
0208145,Niwa,1,1,855931,855931
0209052,Taczalin,1,1,365180,365180
0213035,Sławoszowice,1,1,878257,878257
0213035,Sulimierz,1,1,878292,878292
0209062,Dobrzejów,1,1,365760,365760
0209062,Jakuszów,1,1,365813,365813
0213035,Tworzymirki,1,1,878330,878330
0209022,Osetnica,1,1,363518,363518
0217045,Bierzyn,1,1,880308,880308
0219085,Przyłęgów,1,1,857172,857172
0220015,Osola,1,1,878702,878702
0220015,Osolin,1,1,878719,878719
0203022,Szczyglice,1,1,363889,363889
0219065,Żelazów,1,1,855888,855888
0219085,Zastruże,1,1,857226,857226
0214042,Lipka,1,1,197110,197110
0219072,Bystrzyca Górna,1,1,856020,856020
0214042,Radzowice,1,1,197132,197132
0214055,Kraszów,1,1,203619,203619
0223032,Winna Góra,1,1,874851,874851
0219072,Krzyżowa,1,1,856095,856095
0219072,Makowice,1,1,856161,856161
0219072,Słotwina,1,1,856250,856250
0219072,Sulisławice,1,1,856273,856273
0209075,Rogów Legnicki,1,1,366764,366764
0205062,Wądroże Małe,1,1,368326,368326
0223075,Garncarsko,1,1,880047,880047
0209082,Usza,1,1,367568,367568
0223075,Mirosławice,1,1,880107,880107
0209082,Wągrodno,1,1,367574,367574
0220035,Blizocin,1,1,881331,881331
0220035,Boleścin,1,1,881348,881348
0214062,Brzezinka,1,1,878910,878910
0220035,Ujeżdziec Wielki,1,1,881740,881740
0220042,Ligota Piękna,1,1,883005,883005
0213012,Jawor,1,1,873308,873308
0219072,Witoszów Górny,1,1,856327,856327
0213012,Słabocin,1,1,873389,873389
0213012,Trzebicko Dolne,1,1,873449,873449
0219085,Bożanów,1,1,857048,857048
0213022,Bukowice,1,1,876301,876301
0223062,Maniów Mały,1,1,877068,877068
0223062,Proszkowice,1,1,877111,877111
0223085,Sulimów,1,1,881207,881207
0219085,Kruków,1,1,857108,857108
0213022,Grabownica,1,1,876382,876382
0213022,Kużnica Czeszycka,1,1,876436,876436
0213022,Łazy Wielkie,1,1,876471,876471
0213022,Wierzchowice,1,1,876650,876650
0207022,Pisarzowice,1,1,189977,189977
0210042,Uniegoszcz,1,1,190437,190437
0214025,Karwiniec,1,1,872579,872579
0220052,Pęciszów,1,1,883755,883755
0213035,Wodników Górny,1,1,878429,878429
0222035,Tarchalice,1,1,883531,883531
0213035,Wszewilki,1,1,878493,878493
0223022,Kątna,1,1,873834,873834
0223022,Kiełczówek,1,1,873863,873863
0223092,Krajków,1,1,884625,884625
0220035,Komorówko,1,1,881495,881495
0223045,Kilianów,1,1,875000,875000
0220035,Księginice,1,1,881532,881532
0223045,Romnów,1,1,875112,875112
0223045,Sadowice,1,1,875158,875158
0220035,Ligota,1,1,881555,881555
0223032,Popowice,1,1,874816,874816
0226045,Nowy Kościół,1,1,192726,192726
0206072,Karpniki,1,1,191394,191394
0222022,Brzózka,1,1,882520,882520
0208085,Konradów,1,1,853145,853145
0208085,Radochów,1,1,853174,853174
0223022,Brzezia Łąka,1,1,873685,873685
0204015,Radosław,1,1,370317,370317
0204015,Ryczeń,1,1,370346,370346
0204015,Sławęcice,1,1,370375,370375
0206072,Wojanów,1,1,191460,191460
0206082,Głębock,1,1,192063,192063
0222015,Naborów,1,1,873053,873053
0222015,Radecz,1,1,873099,873099
0224065,Henryków,1,1,856741,856741
0217045,Gęsiniec,1,1,880395,880395
0208065,Lasówka,1,1,851382,851382
0222022,Krzelów,1,1,882709,882709
0207042,Marciszów,1,1,191052,191052
0222022,Staszowice,1,1,882891,882891
0222022,Stryjno,1,1,882900,882900
0216015,Jabłonów,1,1,363139,363139
0222035,Golina,1,1,883212,883212
0222035,Krzydlina Mała,1,1,883235,883235
0222035,Łazarzowice,1,1,883270,883270
0222035,Nieszkowice,1,1,883353,883353
0222035,Stęszów,1,1,883471,883471
0215022,Gęsice,1,1,874325,874325
0207022,Czadrów,1,1,189836,189836
0207022,Dobromyśl,1,1,189865,189865
0207022,Jawiszów,1,1,189894,189894
0217012,Jaksin,1,1,872823,872823
0217012,Kręczków,1,1,872875,872875
0216022,Kożlice,1,1,363748,363748
0217012,Ludów Śląski,1,1,872898,872898
0218052,Lusina,1,1,367924,367924
0219032,Jugowa,1,1,852080,852080
0208092,Dańczów,1,1,853234,853234
0216045,Trzebcz,1,1,366630,366630
0216055,Karpie,1,1,366824,366824
0217012,Boguszyce,1,1,872757,872757
0225035,Wyszków,1,1,188920,188920
0213035,Latkowa,1,1,877855,877855
0208125,Ratno Dolne,1,1,854966,854966
0204045,Drozdowice Wielkie,1,1,377160,377160
0204045,Gola Wąsoska,1,1,377199,377199
0213035,Łąki,1,1,877884,877884
0204045,Sułów Wielki,1,1,377390,377390
0213035,Miłochowice,1,1,877909,877909
0205025,Kaczorów,1,1,189397,189397
0213035,Nowy Zamek,1,1,877980,877980
0214055,Królewska Wola,1,1,203648,203648
0209022,Michów,1,1,363470,363470
0226052,Brochocin,1,1,368361,368361
0226052,Modlikowice,1,1,368409,368409
0226062,Ernestynów,1,1,368527,368527
0225045,Stojanów,1,1,191939,191939
0204015,Łagiszyn,1,1,370240,370240
0204015,Osetno Małe,1,1,370270,370270
0218045,Ciechów,1,1,880780,880780
0204015,Polanowo,1,1,370292,370292
0211022,Wiercień,1,1,365552,365552
0211032,Gawrony,1,1,367203,367203
0219065,Graniczna,1,1,855730,855730
0201032,Wierzbowa,1,1,364239,364239
0201045,Czerna,1,1,191490,191490
0201052,Przejęsław,1,1,191827,191827
0221072,Chwaliszów,1,1,855210,855210
0221072,Gostków,1,1,855256,855256
0211032,Nieszczyce,1,1,367321,367321
0209032,Babin,1,1,364618,364618
0209032,Białka,1,1,364630,364630
0209042,Jaśkowice Legnickie,1,1,364877,364877
0222022,Małowice,1,1,882738,882738
0222022,Przyborów,1,1,882804,882804
0217045,Pławna,1,1,880610,880610
0217045,Szczawin,1,1,880679,880679
0217055,Częstocice,1,1,882170,882170
0217055,Kowalów,1,1,882253,882253
0217055,Księżyce,1,1,882276,882276
0218012,Budziszów,1,1,875968,875968
0210035,Świecie,1,1,190242,190242
0201062,Szczytnica,1,1,368102,368102
0201062,Tomaszów Bolesławiecki,1,1,368119,368119
0208065,Młoty,1,1,851436,851436
0208065,Piaskowice,1,1,851459,851459
0208105,Jaworek,1,1,853748,853748
0208105,Niemojów,1,1,853808,853808
0208105,Pisary,1,1,853820,853820
0208105,Smreczyna,1,1,853866,853866
0207022,Raszów,1,1,190006,190006
0207035,Błażejów,1,1,190443,190443
0207035,Okrzeszyn,1,1,190510,190510
0207035,Paczyn,1,1,190532,190532
0220052,Sędzice,1,1,883790,883790
0220052,Tarnowiec,1,1,883838,883838
0212035,Ustronie,1,1,190986,190986
0212045,Grudza,1,1,191201,191201
0211022,Siedlce,1,1,365486,365486
0212045,Karłowiec,1,1,191224,191224
0216032,Grodowiec,1,1,364110,364110
0211022,Ustronie,1,1,365546,365546
0216045,Każmierzów,1,1,366540,366540
0214042,Stradomia Dolna,1,1,197155,197155
0214055,Hałdrychowice,1,1,203588,203588
0223045,Cesarzowice,1,1,874897,874897
0223045,Gniechowice,1,1,874940,874940
0223075,Olbrachtowice,1,1,880142,880142
0223075,Ręków,1,1,880165,880165
0214025,Kijowice,1,1,872585,872585
0219085,Pożarzysko,1,1,857166,857166
0208105,Boboszów,1,1,853671,853671
0202075,Przerzeczyn-Zdrój,1,1,853961,853961
0218012,Piotrowice,1,1,876146,876146
0210042,Jałowiec,1,1,190319,190319
0210062,Przylasek,1,1,192011,192011
0210072,Nowa Karczma,1,1,192175,192175
0210072,Rudzica,1,1,192181,192181
0220035,Głuchów Górny,1,1,881420,881420
0212055,Radomice,1,1,193170,193170
0218045,Rakoszyce,1,1,880946,880946
0218045,Słup,1,1,880969,880969
0218045,Święte,1,1,880981,880981
0218045,Wrocisławice,1,1,881006,881006
0218045,Zakrzów,1,1,881012,881012
0218052,Dziwigórz,1,1,367835,367835
0220035,Koczurki,1,1,881472,881472
0209052,Koskowice,1,1,365061,365061
0202062,Przystronie,1,1,876784,876784
0223032,Mleczna,1,1,874791,874791
0223032,Tomice,1,1,874839,874839
0202062,Ratajno,1,1,876809,876809
0218045,Lipnica,1,1,880886,880886
0208085,Lutynia,1,1,853151,853151
0208085,Trzebieszowice,1,1,853211,853211
0223012,Ratowice,1,1,873627,873627
0223022,Borowa,1,1,873679,873679
0211022,Krzeczyn Wielki,1,1,365322,365322
0223022,Budziwojowice,1,1,873691,873691
0223022,Byków,1,1,873716,873716
0211022,Raszówka,1,1,365351,365351
0204022,Bieliszów,1,1,370547,370547
0204022,Ciechanów,1,1,370582,370582
0211022,Lisiec,1,1,365368,365368
0211022,Obora,1,1,365434,365434
0212025,Pławna Dolna,1,1,190667,190667
0221082,Michałkowa,1,1,856422,856422
0204032,Niechlów,1,1,373623,373623
0222015,Godzięcin,1,1,873024,873024
0222015,Pogalewo Małe,1,1,873060,873060
0222022,Aleksandrowice,1,1,882425,882425
0220065,Borek,1,1,883991,883991
0213035,Piękocin,1,1,878062,878062
0213035,Poradów,1,1,878100,878100
0214075,Drołtowice,1,1,209409,209409
0214075,Komorów,1,1,209480,209480
0214075,Nowy Dwór,1,1,209504,209504
0214075,Szczodrów,1,1,209540,209540
0217022,Lipowa,1,1,875840,875840
0217022,Podgaj,1,1,875879,875879
0217032,Dobroszów,1,1,854601,854601
0207022,Ogorzelec,1,1,189954,189954
0204045,Czarnoborsko,1,1,377118,377118
0201022,Kraśnik Dolny,1,1,189084,189084
0201022,Nowa Wieś,1,1,189210,189210
0221055,Kolce,1,1,852453,852453
0212035,Chmielno,1,1,190762,190762
0212035,Dębowy Gaj,1,1,190779,190779
0212035,Radłówka,1,1,190911,190911
0218032,Gosławice,1,1,877281,877281
0208065,Długopole-Zdrój,1,1,851324,851324
0218032,Pisarzowice,1,1,877476,877476
0217032,Jagielno,1,1,854653,854653
0217045,Kuropatnik,1,1,880490,880490
0217045,Muchowiec,1,1,880550,880550
0208065,Stary Waliszów,1,1,851637,851637
0208065,Wilkanów,1,1,851689,851689
0208065,Gorzanów,1,1,851330,851330
0222022,Kleszczowice,1,1,882678,882678
0208072,Krosnowice,1,1,852861,852861
0208072,Ołdrzychowice Kłodzkie,1,1,852938,852938
0208072,Podzamek,1,1,852967,852967
0208072,Ruszowice,1,1,853004,853004
0207042,Nagórnik,1,1,191069,191069
0203042,Grochowice,1,1,364475,364475
0207042,Świdnik,1,1,191106,191106
0203052,Kotowice,1,1,366244,366244
0222022,Smogorzów Wielki,1,1,882879,882879
0222022,Wyszęcice,1,1,882951,882951
0213035,Stawiec,1,1,878270,878270
0213035,Wałkowa,1,1,878375,878375
0209022,Okmiany,1,1,363501,363501
0217012,Brzoza,1,1,872800,872800
0217045,Brożec,1,1,880314,880314
0217012,Jelenin,1,1,872830,872830
0219065,Skarżyce,1,1,855836,855836
0219065,Tomkowice,1,1,855865,855865
0219072,Krzczonów,1,1,856089,856089
0219072,Lubachów,1,1,856103,856103
0208092,Jawornica,1,1,853270,853270
0208092,Jerzykowice Małe,1,1,853286,853286
0208092,Darnków,1,1,853240,853240
0216045,Pieszkowice,1,1,366570,366570
0209075,Golanka Dolna,1,1,366698,366698
0216055,Jędrzychówek,1,1,366818,366818
0209075,Mierzowice,1,1,366741,366741
0216055,Piotrowice,1,1,366876,366876
0210035,Bartoszówka,1,1,190041,190041
0225045,Bielawa Dolna,1,1,191862,191862
0210035,Kościelniki Górne,1,1,190124,190124
0204045,Drozdowice Małe,1,1,377153,377153
0204045,Wodniki,1,1,377450,377450
0214055,Niwki Kraszowskie,1,1,203677,203677
0218012,Wichrów,1,1,876235,876235
0218022,Chomiąża,1,1,876904,876904
0209022,Jaroszówka,1,1,363412,363412
0209022,Konradówka,1,1,363458,363458
0218022,Wilczków,1,1,877000,877000
0209022,Krzywa,1,1,363464,363464
0218045,Cesarzowice,1,1,880768,880768
0208145,Wolany,1,1,855960,855960
0220035,Raszów,1,1,881644,881644
0220035,Świątniki,1,1,881704,881704
0206092,Wojcieszyce,1,1,192436,192436
0220042,Malin,1,1,883028,883028
0223062,Domanice,1,1,877039,877039
0202052,Mościsko,1,1,852246,852246
0223075,Wojnarowice,1,1,880260,880260
0223085,Biestrzyków,1,1,881029,881029
0223085,Radomierzyce,1,1,881035,881035
0219045,Piotrowice Świdnickie,1,1,852565,852565
0226045,Sokołowiec,1,1,192850,192850
0219085,Marcinowiczki,1,1,857120,857120
0219085,Mikoszowa,1,1,857143,857143
0226052,Grodziec,1,1,368378,368378
0213012,Dziadkowo,1,1,873219,873219
0213012,Guzowice,1,1,873260,873260
0225045,Lasów,1,1,191922,191922
0213022,Czeszyce,1,1,876347,876347
0213022,Stara Huta,1,1,876577,876577
0203062,Nielubia,1,1,368935,368935
0204015,Grabowno,1,1,370174,370174
0204015,Osetno,1,1,370263,370263
0213022,Świebodów,1,1,876620,876620
0210042,Kościelniki Dolne,1,1,190331,190331
0210042,Radostów Średni,1,1,190420,190420
0201032,Motyle,1,1,364179,364179
0201045,Wykroty,1,1,191589,191589
0220042,Psary,1,1,883086,883086
0211032,Juszowice,1,1,367249,367249
0220052,Rzędziszowice,1,1,883778,883778
0211032,Mleczno,1,1,367290,367290
0213035,Wrocławice,1,1,878435,878435
0209032,Prostynia,1,1,364759,364759
0217012,Opatowice,1,1,872929,872929
0209032,Złotniki,1,1,364825,364825
0209042,Kunice,1,1,364883,364883
0217012,Piotrków Borowski,1,1,872935,872935
0209052,Gniewomierz,1,1,365010,365010
0226062,Lubiatów,1,1,368579,368579
0217012,Stogi,1,1,872964,872964
0226062,Podolany,1,1,368645,368645
0217022,Błotnica,1,1,875690,875690
0217022,Karczyn,1,1,875780,875780
0222022,Rogów Wołowski,1,1,882827,882827
0223022,Kamień,1,1,873828,873828
0223022,Kiełczów,1,1,873857,873857
0217055,Bryłów,1,1,882158,882158
0217055,Kurów,1,1,882307,882307
0201062,Wartowice,1,1,368131,368131
0208065,Nowa Bystrzyca,1,1,851465,851465
0208105,Goworów,1,1,853731,853731
0208105,Kamieńczyk,1,1,853760,853760
0208105,Potoczek,1,1,853837,853837
0207022,Przedwojów,1,1,189983,189983
0207035,Paprotki,1,1,190549,190549
0212035,Sobota,1,1,190970,190970
0212035,Żerkowice,1,1,191023,191023
0212045,Krobica,1,1,191253,191253
0212055,Bystrzyca,1,1,193080,193080
0212055,Klecza,1,1,193097,193097
0216032,Trzęsów,1,1,364096,364096
0216032,Żabice,1,1,364127,364127
0216045,Moskorzyn,1,1,366563,366563
0208092,Kulin Kłodzki,1,1,853346,853346
0208105,Gniewoszów,1,1,853725,853725
0202075,Wilków Wielki,1,1,853978,853978
0218012,Osiek,1,1,876092,876092
0210072,Wesołówka,1,1,192235,192235
0212055,Modrzewie,1,1,193134,193134
0212055,Nielestno,1,1,193140,193140
0201022,Dobra,1,1,189026,189026
0214062,Wyszogród,1,1,879280,879280
0211022,Dąbrowa Górna,1,1,365233,365233
0211022,Krzeczyn Mały,1,1,365316,365316
0211022,Księginice,1,1,365345,365345
0212025,Pławna Górna,1,1,190673,190673
0204032,Naratów,1,1,373617,373617
0220065,Borzęcin,1,1,884039,884039
0214075,Ślizów,1,1,209556,209556
0202075,Gilów,1,1,853895,853895
0202075,Ligota Mała,1,1,853926,853926
0204032,Siciny,1,1,373646,373646
0204032,Wągroda,1,1,373681,373681
0204032,Wronów,1,1,373712,373712
0204045,Cieszkowice,1,1,377093,377093
0204045,Bełcz Górny,1,1,377064,377064
0201022,Bolesławice,1,1,188937,188937
0201022,Łaziska,1,1,189173,189173
0212035,Płóczki Górne,1,1,190905,190905
0218032,Głoska,1,1,877246,877246
0212035,Gaszów,1,1,190800,190800
0212035,Kotliska,1,1,190839,190839
0218032,Radakowice,1,1,877507,877507
0217032,Karnków,1,1,854682,854682
0217045,Ludów Polski,1,1,880538,880538
0217045,Mikoszów,1,1,880544,880544
0208065,Szklarka,1,1,851666,851666
0208065,Topolice,1,1,851672,851672
0208065,Zabłocie,1,1,851726,851726
0208072,Boguszyn,1,1,852766,852766
0208072,Jaszkowa Górna,1,1,852810,852810
0208072,Morzyszów,1,1,852921,852921
0203042,Kotla,1,1,364481,364481
0203042,Moszowice,1,1,364558,364558
0203052,Białołęka,1,1,366209,366209
0203052,Piersna,1,1,366273,366273
0203052,Wierzchownia,1,1,366304,366304
0203062,Brzeg Głogowski,1,1,368763,368763
0203062,Glinica,1,1,368852,368852
0213035,Gądkowice,1,1,877683,877683
0213035,Gogołowice,1,1,877720,877720
0213035,Ruda Sułowska,1,1,878240,878240
0213035,Słączno,1,1,878263,878263
0213035,Świętoszyn,1,1,878317,878317
0208072,Żelazno,1,1,853122,853122
0217045,Biedrzychów,1,1,880290,880290
0219065,Olszany,1,1,855807,855807
0219072,Mokrzeszów,1,1,856190,856190
0219072,Niegoszów,1,1,856209,856209
0219072,Opoczka,1,1,856215,856215
0219072,Pszenno,1,1,856244,856244
0218032,Zabór Wielki,1,1,877559,877559
0218032,Źródła,1,1,877594,877594
0220035,Nowy Dwór,1,1,881621,881621
0220035,Węgrzynów,1,1,881756,881756
0219085,Gołaszyce,1,1,857060,857060
0219085,Imbramowice,1,1,857077,857077
0223062,Maniów Wielki,1,1,877074,877074
0202052,Dobrocin,1,1,852163,852163
0202052,Jędrzejowice,1,1,852186,852186
0223075,Siedlakowice,1,1,880188,880188
0223075,Strzegomiany,1,1,880225,880225
0223085,Bogusławice,1,1,881041,881041
0223085,Ozorzyce,1,1,881130,881130
0219085,Kalno,1,1,857083,857083
0219085,Mrowiny,1,1,857150,857150
0213022,Police,1,1,876554,876554
0210042,Pisarzowice,1,1,190383,190383
0223022,Domaszczyn,1,1,873751,873751
0223085,Święta Katarzyna,1,1,881213,881213
0223085,Zacharzyce,1,1,881242,881242
0223045,Pietrzykowice,1,1,875106,875106
0223045,Rybnica,1,1,875129,875129
0215022,Piskorzów,1,1,874414,874414
0215022,Radłowice,1,1,874450,874450
0215022,Wyszkowice,1,1,874510,874510
0223092,Nowy Śleszów,1,1,884677,884677
0223092,Okrzeszyce,1,1,884683,884683
0223092,Pasterzyce,1,1,884690,884690
0211032,Olszany,1,1,367338,367338
0211032,Radomiłów,1,1,367350,367350
0211032,Stara Rudna,1,1,367396,367396
0211032,Studzionki,1,1,367404,367404
0211032,Wądroże,1,1,367427,367427
0211045,Lasowice,1,1,367692,367692
0211045,Turów,1,1,367752,367752
0211045,Wielowieś,1,1,367775,367775
0211045,Zaborów,1,1,367781,367781
0212015,Krzewie Wielkie,1,1,189606,189606
0212015,Rząsiny,1,1,189635,189635
0212025,Maciejowiec,1,1,190615,190615
0212025,Milęcice,1,1,190621,190621
0213035,Brzezina Sułowska,1,1,877625,877625
0213035,Czatkowice,1,1,877654,877654
0225072,Ręczyn,1,1,193387,193387
0224055,Szklary,1,1,856623,856623
0225065,Czerwona Woda,1,1,192904,192904
0225072,Radomierzyce,1,1,193370,193370
0208112,Świerki,1,1,854475,854475
0223022,Stępin,1,1,874029,874029
0223022,Tokary,1,1,874058,874058
0223032,Jezierzyce Wielkie,1,1,874762,874762
0208065,Stara Bystrzyca,1,1,851583,851583
0224065,Niedżwiednik,1,1,856824,856824
0224065,Służejów,1,1,856920,856920
0225035,Bratków,1,1,188794,188794
0225035,Jasna Góra,1,1,188819,188819
0205025,Sady Górne,1,1,189517,189517
0224022,Brochocin,1,1,851755,851755
0224022,Kożmice,1,1,851850,851850
0224022,Tomice,1,1,851904,851904
0204022,Łęczyca,1,1,370748,370748
0204022,Psary,1,1,370783,370783
0213035,Grabówka,1,1,884128,884128
0206052,Komarno,1,1,189687,189687
0206052,Mniszków,1,1,189718,189718
0201032,Borówki,1,1,364133,364133
0205042,Mściwojów,1,1,365977,365977
0205052,Bolkowice,1,1,366043,366043
0205052,Grobla,1,1,366050,366050
0205052,Nowa Wieś Wielka,1,1,366126,366126
0205062,Budziszów Wielki,1,1,368183,368183
0205062,Jenków,1,1,368214,368214
0215042,Zakrzów,1,1,879660,879660
0205025,Stare Rochowice,1,1,189530,189530
0205025,Wolbromek,1,1,189598,189598
0208065,Mielnik,1,1,851413,851413
0223052,Bielany Wrocławskie,1,1,875313,875313
0223052,Krzyżowice,1,1,875448,875448
0223052,Księginice,1,1,875460,875460
0223052,Rolantowice,1,1,875572,875572
0223052,Wierzbice,1,1,875649,875649
0223052,Wysoka,1,1,875655,875655
0225052,Wilka,1,1,192620,192620
0215035,Nowy Dwór,1,1,874673,874673
0215042,Gaj Oławski,1,1,879386,879386
0215042,Godzikowice,1,1,879392,879392
0215022,Kończyce,1,1,874377,874377
0215022,Radoszkowice,1,1,874466,874466
0215022,Skrzypnik,1,1,874472,874472
0215022,Wierzbno,1,1,874503,874503
0215035,Biskupice Oławskie,1,1,874526,874526
0215022,Chwastnica,1,1,874288,874288
0214085,Moszyce,1,1,882030,882030
0216015,Raków,1,1,363211,363211
0216022,Grabik,1,1,363719,363719
0224055,Sulisławice,1,1,856617,856617
0213035,Młodzianów,1,1,877967,877967
0218045,Kryniczno,1,1,880863,880863
0211022,Zimna Woda,1,1,365569,365569
0211032,Chobienia,1,1,367166,367166
0219052,Wirki,1,1,853553,853553
0219065,Granica,1,1,855724,855724
0203032,Gaiki,1,1,364268,364268
0211045,Dębiec,1,1,367628,367628
0212015,Młyńsko,1,1,189612,189612
0212025,Golejów,1,1,190590,190590
0208065,Szklary,1,1,851407,851407
0223045,Szymanów,1,1,875247,875247
0223052,Małuszów,1,1,875490,875490
0223052,Pustków Wilczkowski,1,1,875543,875543
0225065,Jagodzin,1,1,192956,192956
0225072,Białogórze,1,1,193200,193200
0225072,Jędrzychowice,1,1,193269,193269
0225072,Trójca,1,1,193430,193430
0225072,Łomnica,1,1,193335,193335
0223022,Michałowice,1,1,873900,873900
0223022,Śliwice,1,1,874041,874041
0223022,Zaprężyn,1,1,874087,874087
0223032,Dankowice,1,1,874727,874727
0208065,Piotrowice,1,1,851519,851519
0208065,Ponikwa,1,1,851554,851554
0208065,Poręba,1,1,851560,851560
0208125,Suszyna,1,1,855003,855003
0208135,Kamienica,1,1,855575,855575
0214085,Chełstów,1,1,881779,881779
0214085,Domasławice,1,1,881791,881791
0224065,Kalinowice Dolne,1,1,856764,856764
0224065,Lipa,1,1,856801,856801
0224065,Niedżwiedż,1,1,856830,856830
0224065,Pomianów Dolny,1,1,856882,856882
0224065,Starczówek,1,1,856942,856942
0225035,Rybarzowice,1,1,188883,188883
0205025,Mysłów,1,1,189440,189440
0205025,Sady Dolne,1,1,189500,189500
0224022,Baldwinowice,1,1,851749,851749
0224022,Czesławice,1,1,851790,851790
0225052,Skrzydlice,1,1,192554,192554
0225052,Stary Zawidów,1,1,192560,192560
0204022,Piskorze,1,1,370777,370777
0205032,Sichówek,1,1,365724,365724
0205052,Pogwizdów,1,1,366155,366155
0205052,Sokola,1,1,366178,366178
0205062,Kępy,1,1,368220,368220
0215035,Kopalina,1,1,874615,874615
0224042,Budzów,1,1,855397,855397
0224055,Bobolice,1,1,856497,856497
0224015,Dzbanów,1,1,851241,851241
0224015,Grochowa,1,1,851258,851258
0215042,Jankowice,1,1,879446,879446
0215042,Jankowice Małe,1,1,879452,879452
0216015,Brunów,1,1,363091,363091
0205025,Świny,1,1,189552,189552
0205025,Wierzchosławice,1,1,189575,189575
0214085,Grabowno Małe,1,1,881957,881957
0214085,Łazisko,1,1,881992,881992
0214085,Sądrożyce,1,1,882112,882112
0224055,Olbrachcice Wielkie,1,1,856563,856563
0213035,Kolęda,1,1,877849,877849
0218045,Chwalimierz,1,1,880774,880774
0211032,Bytków,1,1,367143,367143
0211032,Ciechłowice,1,1,367195,367195
0219052,Śmiałowice,1,1,853524,853524
0223045,Sośnica,1,1,875201,875201
0219052,Wiry,1,1,853560,853560
0219065,Bartoszówek,1,1,855687,855687
0223052,Magnice,1,1,875483,875483
0223052,Nowiny,1,1,875508,875508
0223052,Racławice Wielkie,1,1,875566,875566
0203032,Jerzmanowa,1,1,364297,364297
0211045,Dłużyce,1,1,367634,367634
0211045,Ręszów,1,1,367730,367730
0211045,Sitno,1,1,367746,367746
0213022,Żeleżniki,1,1,876672,876672
0225052,Wrociszów Dolny,1,1,192650,192650
0223022,Mirków,1,1,873917,873917
0223022,Pruszowice,1,1,873969,873969
0223022,Ramiszów,1,1,874006,874006
0223032,Biskupice,1,1,874710,874710
0223032,Glinica,1,1,874733,874733
0208065,Pławnica,1,1,851525,851525
0208125,Tłumaczów,1,1,855138,855138
0208145,Dolina,1,1,855919,855919
0220052,Trzęsowice,1,1,883850,883850
0209052,Raczkowa,1,1,365167,365167
0209062,Lipce,1,1,365842,365842
0209062,Ulesie,1,1,365902,365902
0220015,Raków,1,1,878783,878783
0220015,Siemianice,1,1,878814,878814
0224065,Bożnowice,1,1,856698,856698
0208112,Sokolica,1,1,854469,854469
0208112,Włodowice,1,1,854529,854529
0208135,Bielice,1,1,855546,855546
0208135,Bolesławów,1,1,855552,855552
0208135,Kletno,1,1,855581,855581
0208135,Młynowiec,1,1,855598,855598
0208135,Strachocin,1,1,855664,855664
0211022,Składowice,1,1,365492,365492
0214032,Łuczyna,1,1,874153,874153
0214042,Dalborowice,1,1,197008,197008
0214042,Gołębice,1,1,197089,197089
0214055,Bukowina Sycowska,1,1,203542,203542
0214055,Dziesławice,1,1,203571,203571
0214055,Klonów,1,1,203602,203602
0216032,Ogorzelec,1,1,364021,364021
0223075,Będkowice,1,1,880030,880030
0223075,Kryształowice,1,1,880053,880053
0223075,Nasławice,1,1,880120,880120
0213012,Rakłowice,1,1,873350,873350
0213022,Brzostowo,1,1,876287,876287
0214085,Chełstówek,1,1,881785,881785
0214085,Drągów,1,1,881816,881816
0204015,Chróścina,1,1,370100,370100
0220035,Cerekwica,1,1,881390,881390
